=== RADAR COMMUNICATIONS LOG ===
City: New York
Application started: 2025-12-10 16:33:41
==================================================
[16:33:48] Radar communication initialized for New York
[16:36:19] ⚠️ CRITICAL: Michael #1 and Robert #8 are 25.2 units apart - COLLISION RISK!
[16:36:19] ⚠️ Warning: Michael #1 and Lisa #8 are 91.9 units apart
[16:36:19] ⚠️ Warning: Michael #1 and Amanda #9 are 81.4 units apart
[16:36:19] ⚠️ Warning: Sarah #1 and Lisa #1 are 68.3 units apart
[16:36:19] ⚠️ Warning: Sarah #1 and Chris #2 are 70.0 units apart
[16:36:19] ⚠️ Warning: Sarah #1 and Michael #4 are 83.0 units apart
[16:36:19] ⚠️ Warning: Sarah #1 and John #5 are 78.9 units apart
[16:36:19] ⚠️ CRITICAL: Sarah #1 and Robert #5 are 49.4 units apart - COLLISION RISK!
[16:36:19] ⚠️ Warning: Sarah #1 and Sarah #8 are 73.2 units apart
[16:36:19] ⚠️ Warning: Sarah #1 and Lisa #8 are 80.6 units apart
[16:36:19] ⚠️ Warning: David #1 and Sarah #4 are 50.8 units apart
[16:36:19] ⚠️ Warning: David #1 and Jane #9 are 82.0 units apart
[16:36:19] ⚠️ Warning: Emily #1 and John #3 are 97.6 units apart
[16:36:19] ⚠️ CRITICAL: Emily #1 and David #3 are 32.1 units apart - COLLISION RISK!
[16:36:19] ⚠️ Warning: Emily #1 and Emily #5 are 99.2 units apart
[16:36:19] ⚠️ CRITICAL: Emily #1 and Jane #6 are 31.3 units apart - COLLISION RISK!
[16:36:19] ⚠️ Warning: Emily #1 and Amanda #7 are 95.0 units apart
[16:36:19] ⚠️ Warning: Emily #1 and Jane #8 are 98.4 units apart
[16:36:20] ⚠️ Warning: Chris #1 and Michael #8 are 84.5 units apart
[16:36:20] ⚠️ Warning: Chris #1 and Amanda #8 are 60.9 units apart
[16:36:20] ⚠️ CRITICAL: Amanda #1 and Michael #2 are 31.4 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Amanda #1 and John #4 are 90.9 units apart
[16:36:20] ⚠️ Warning: Amanda #1 and Chris #8 are 92.3 units apart
[16:36:20] ⚠️ Warning: Robert #1 and John #4 are 90.3 units apart
[16:36:20] ⚠️ CRITICAL: Robert #1 and Robert #4 are 24.0 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Robert #1 and David #8 are 74.9 units apart
[16:36:20] ⚠️ CRITICAL: Robert #1 and Emily #9 are 33.6 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Lisa #1 and Amanda #2 are 87.8 units apart
[16:36:20] ⚠️ CRITICAL: Lisa #1 and Lisa #8 are 34.1 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Lisa #1 and Amanda #9 are 85.3 units apart
[16:36:20] ⚠️ Warning: John #2 and Jane #2 are 74.9 units apart
[16:36:20] ⚠️ Warning: John #2 and Sarah #3 are 57.2 units apart
[16:36:20] ⚠️ Warning: John #2 and Lisa #3 are 76.6 units apart
[16:36:20] ⚠️ Warning: John #2 and Emily #5 are 83.6 units apart
[16:36:20] ⚠️ Warning: John #2 and Emily #6 are 91.0 units apart
[16:36:20] ⚠️ Warning: John #2 and Chris #6 are 84.4 units apart
[16:36:20] ⚠️ Warning: John #2 and Robert #6 are 57.6 units apart
[16:36:20] ⚠️ Warning: John #2 and Lisa #6 are 90.8 units apart
[16:36:20] ⚠️ CRITICAL: John #2 and Chris #7 are 17.7 units apart - COLLISION RISK!
[16:36:20] ⚠️ CRITICAL: John #2 and John #8 are 26.8 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: John #2 and Emily #8 are 84.8 units apart
[16:36:20] ⚠️ Warning: John #2 and Michael #9 are 83.9 units apart
[16:36:20] ⚠️ Warning: John #2 and John #10 are 86.6 units apart
[16:36:20] ⚠️ CRITICAL: Jane #2 and Sarah #3 are 22.6 units apart - COLLISION RISK!
[16:36:20] ⚠️ CRITICAL: Jane #2 and Lisa #3 are 48.4 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Jane #2 and Emily #6 are 92.3 units apart
[16:36:20] ⚠️ Warning: Jane #2 and Chris #7 are 57.2 units apart
[16:36:20] ⚠️ Warning: Jane #2 and John #8 are 94.8 units apart
[16:36:20] ⚠️ Warning: Jane #2 and Jane #9 are 52.3 units apart
[16:36:20] ⚠️ Warning: Jane #2 and John #10 are 55.1 units apart
[16:36:20] ⚠️ Warning: Jane #2 and Robert #10 are 83.3 units apart
[16:36:20] ⚠️ Warning: Michael #2 and Lisa #2 are 87.3 units apart
[16:36:20] ⚠️ Warning: Michael #2 and John #4 are 90.3 units apart
[16:36:20] ⚠️ Warning: Sarah #2 and David #2 are 72.1 units apart
[16:36:20] ⚠️ Warning: Sarah #2 and Lisa #2 are 81.0 units apart
[16:36:20] ⚠️ CRITICAL: Sarah #2 and Emily #3 are 14.8 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Sarah #2 and Amanda #4 are 77.6 units apart
[16:36:20] ⚠️ Warning: Sarah #2 and Michael #5 are 89.8 units apart
[16:36:20] ⚠️ Warning: Sarah #2 and Sarah #7 are 55.7 units apart
[16:36:20] ⚠️ Warning: Sarah #2 and Chris #8 are 86.7 units apart
[16:36:20] ⚠️ Warning: Sarah #2 and Robert #8 are 90.8 units apart
[16:36:20] ⚠️ Warning: David #2 and Emily #3 are 61.6 units apart
[16:36:20] ⚠️ Warning: David #2 and Michael #5 are 80.2 units apart
[16:36:20] ⚠️ Warning: David #2 and John #6 are 74.6 units apart
[16:36:20] ⚠️ Warning: David #2 and Sarah #7 are 54.9 units apart
[16:36:20] ⚠️ Warning: David #2 and Chris #9 are 66.6 units apart
[16:36:20] ⚠️ CRITICAL: Emily #2 and Chris #3 are 16.8 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Chris #2 and David #10 are 67.6 units apart
[16:36:20] ⚠️ Warning: Amanda #2 and Lisa #2 are 83.5 units apart
[16:36:20] ⚠️ Warning: Amanda #2 and Amanda #4 are 58.4 units apart
[16:36:20] ⚠️ Warning: Amanda #2 and John #5 are 54.0 units apart
[16:36:20] ⚠️ Warning: Amanda #2 and Robert #5 are 93.0 units apart
[16:36:20] ⚠️ Warning: Amanda #2 and Sarah #8 are 63.6 units apart
[16:36:20] ⚠️ Warning: Amanda #2 and Robert #8 are 58.4 units apart
[16:36:20] ⚠️ Warning: Amanda #2 and Lisa #8 are 56.1 units apart
[16:36:20] ⚠️ Warning: Amanda #2 and Amanda #9 are 55.3 units apart
[16:36:20] ⚠️ Warning: Robert #2 and Lisa #4 are 86.0 units apart
[16:36:20] ⚠️ CRITICAL: Robert #2 and Sarah #6 are 39.3 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Robert #2 and David #6 are 96.3 units apart
[16:36:20] ⚠️ Warning: Robert #2 and Jane #7 are 85.7 units apart
[16:36:20] ⚠️ CRITICAL: Robert #2 and Jane #10 are 24.6 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Robert #2 and Chris #10 are 88.6 units apart
[16:36:20] ⚠️ Warning: Lisa #2 and Emily #3 are 92.8 units apart
[16:36:20] ⚠️ CRITICAL: Lisa #2 and Amanda #4 are 33.4 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Lisa #2 and John #5 are 99.0 units apart
[16:36:20] ⚠️ CRITICAL: Lisa #2 and Robert #8 are 25.1 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: John #3 and Jane #6 are 66.9 units apart
[16:36:20] ⚠️ Warning: John #3 and Chris #10 are 80.2 units apart
[16:36:20] ⚠️ Warning: Jane #3 and Sarah #5 are 87.6 units apart
[16:36:20] ⚠️ Warning: Jane #3 and Lisa #5 are 85.8 units apart
[16:36:20] ⚠️ CRITICAL: Jane #3 and Emily #7 are 27.1 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Jane #3 and Emily #10 are 58.0 units apart
[16:36:20] ⚠️ Warning: Michael #3 and Robert #3 are 68.4 units apart
[16:36:20] ⚠️ Warning: Michael #3 and David #5 are 63.2 units apart
[16:36:20] ⚠️ Warning: Michael #3 and Michael #7 are 76.5 units apart
[16:36:20] ⚠️ CRITICAL: Michael #3 and Lisa #7 are 8.1 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Sarah #3 and Lisa #3 are 58.8 units apart
[16:36:20] ⚠️ Warning: Sarah #3 and Emily #6 are 74.1 units apart
[16:36:20] ⚠️ CRITICAL: Sarah #3 and Chris #7 are 40.4 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Sarah #3 and John #8 are 80.4 units apart
[16:36:20] ⚠️ Warning: Sarah #3 and Jane #9 are 61.8 units apart
[16:36:20] ⚠️ Warning: Sarah #3 and John #10 are 67.7 units apart
[16:36:20] ⚠️ Warning: Sarah #3 and Robert #10 are 75.0 units apart
[16:36:20] ⚠️ CRITICAL: David #3 and Jane #6 are 46.6 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: David #3 and Amanda #7 are 71.7 units apart
[16:36:20] ⚠️ Warning: David #3 and Jane #8 are 97.4 units apart
[16:36:20] ⚠️ Warning: Emily #3 and Amanda #4 are 91.9 units apart
[16:36:20] ⚠️ Warning: Emily #3 and Michael #5 are 75.8 units apart
[16:36:20] ⚠️ Warning: Emily #3 and John #6 are 86.1 units apart
[16:36:20] ⚠️ Warning: Emily #3 and Sarah #7 are 57.4 units apart
[16:36:20] ⚠️ Warning: Emily #3 and Chris #8 are 76.0 units apart
[16:36:20] ⚠️ Warning: Chris #3 and Robert #3 are 87.1 units apart
[16:36:20] ⚠️ Warning: Amanda #3 and David #7 are 75.5 units apart
[16:36:20] ⚠️ CRITICAL: Amanda #3 and John #9 are 48.0 units apart - COLLISION RISK!
[16:36:20] ⚠️ CRITICAL: Amanda #3 and Sarah #9 are 45.9 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Robert #3 and Michael #7 are 93.7 units apart
[16:36:20] ⚠️ Warning: Robert #3 and Lisa #7 are 69.8 units apart
[16:36:20] ⚠️ Warning: Lisa #3 and David #6 are 80.2 units apart
[16:36:20] ⚠️ Warning: Lisa #3 and Lisa #6 are 69.8 units apart
[16:36:20] ⚠️ Warning: Lisa #3 and Jane #7 are 97.4 units apart
[16:36:20] ⚠️ Warning: Lisa #3 and Chris #7 are 62.8 units apart
[16:36:20] ⚠️ Warning: Lisa #3 and John #8 are 83.0 units apart
[16:36:20] ⚠️ Warning: Lisa #3 and Jane #9 are 97.2 units apart
[16:36:20] ⚠️ CRITICAL: Lisa #3 and John #10 are 10.3 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: John #4 and Robert #4 are 86.1 units apart
[16:36:20] ⚠️ Warning: Michael #4 and John #5 are 66.4 units apart
[16:36:20] ⚠️ CRITICAL: Michael #4 and Jane #5 are 23.8 units apart - COLLISION RISK!
[16:36:20] ⚠️ CRITICAL: Michael #4 and Robert #5 are 37.5 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Michael #4 and Sarah #7 are 85.7 units apart
[16:36:20] ⚠️ Warning: Michael #4 and Sarah #8 are 56.2 units apart
[16:36:20] ⚠️ Warning: David #4 and Emily #4 are 78.6 units apart
[16:36:20] ⚠️ Warning: David #4 and Lisa #4 are 71.7 units apart
[16:36:20] ⚠️ Warning: Amanda #4 and John #5 are 65.6 units apart
[16:36:20] ⚠️ Warning: Amanda #4 and Sarah #8 are 74.9 units apart
[16:36:20] ⚠️ CRITICAL: Amanda #4 and Robert #8 are 18.3 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Robert #4 and Robert #7 are 80.6 units apart
[16:36:20] ⚠️ Warning: Robert #4 and David #8 are 74.0 units apart
[16:36:20] ⚠️ CRITICAL: Robert #4 and Emily #9 are 47.3 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Lisa #4 and Sarah #6 are 92.8 units apart
[16:36:20] ⚠️ Warning: Lisa #4 and Jane #10 are 68.8 units apart
[16:36:20] ⚠️ Warning: Lisa #4 and Chris #10 are 78.1 units apart
[16:36:20] ⚠️ Warning: John #5 and Jane #5 are 71.2 units apart
[16:36:20] ⚠️ CRITICAL: John #5 and Robert #5 are 46.5 units apart - COLLISION RISK!
[16:36:20] ⚠️ CRITICAL: John #5 and Sarah #8 are 10.6 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: John #5 and Robert #8 are 79.1 units apart
[16:36:20] ⚠️ Warning: John #5 and Lisa #8 are 85.0 units apart
[16:36:20] ⚠️ Warning: Jane #5 and Robert #5 are 56.8 units apart
[16:36:20] ⚠️ Warning: Jane #5 and Sarah #7 are 62.3 units apart
[16:36:20] ⚠️ Warning: Jane #5 and Sarah #8 are 62.8 units apart
[16:36:20] ⚠️ CRITICAL: Michael #5 and John #6 are 20.6 units apart - COLLISION RISK!
[16:36:20] ⚠️ CRITICAL: Michael #5 and Chris #8 are 35.1 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Michael #5 and Chris #9 are 89.8 units apart
[16:36:20] ⚠️ Warning: Michael #5 and Robert #9 are 92.8 units apart
[16:36:20] ⚠️ CRITICAL: Sarah #5 and Lisa #5 are 15.4 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Sarah #5 and David #9 are 74.0 units apart
[16:36:20] ⚠️ Warning: David #5 and Amanda #5 are 94.0 units apart
[16:36:20] ⚠️ Warning: David #5 and Lisa #7 are 67.6 units apart
[16:36:20] ⚠️ Warning: Emily #5 and Robert #6 are 54.4 units apart
[16:36:20] ⚠️ Warning: Emily #5 and Lisa #6 are 72.1 units apart
[16:36:20] ⚠️ Warning: Emily #5 and Jane #7 are 63.3 units apart
[16:36:20] ⚠️ Warning: Emily #5 and Chris #7 are 96.2 units apart
[16:36:20] ⚠️ Warning: Emily #5 and John #8 are 56.8 units apart
[16:36:20] ⚠️ Warning: Emily #5 and Emily #8 are 93.6 units apart
[16:36:20] ⚠️ Warning: Chris #5 and Chris #10 are 92.6 units apart
[16:36:20] ⚠️ Warning: Amanda #5 and Jane #8 are 80.1 units apart
[16:36:20] ⚠️ Warning: Amanda #5 and Robert #9 are 98.7 units apart
[16:36:20] ⚠️ Warning: Amanda #5 and Lisa #9 are 70.5 units apart
[16:36:20] ⚠️ Warning: Amanda #5 and Sarah #10 are 79.7 units apart
[16:36:20] ⚠️ CRITICAL: Robert #5 and Sarah #8 are 36.6 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Lisa #5 and David #9 are 72.2 units apart
[16:36:20] ⚠️ Warning: Lisa #5 and Amanda #10 are 87.3 units apart
[16:36:20] ⚠️ Warning: John #6 and Chris #8 are 55.6 units apart
[16:36:20] ⚠️ Warning: John #6 and Chris #9 are 71.0 units apart
[16:36:20] ⚠️ Warning: John #6 and Robert #9 are 88.8 units apart
[16:36:20] ⚠️ Warning: Michael #6 and Sarah #6 are 64.1 units apart
[16:36:20] ⚠️ Warning: Michael #6 and David #6 are 64.1 units apart
[16:36:20] ⚠️ Warning: Sarah #6 and David #6 are 71.9 units apart
[16:36:20] ⚠️ Warning: Sarah #6 and Lisa #6 are 98.7 units apart
[16:36:20] ⚠️ Warning: Sarah #6 and Jane #7 are 86.4 units apart
[16:36:20] ⚠️ Warning: Sarah #6 and Jane #10 are 57.4 units apart
[16:36:20] ⚠️ CRITICAL: David #6 and Lisa #6 are 46.0 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: David #6 and Jane #7 are 57.2 units apart
[16:36:20] ⚠️ Warning: David #6 and John #10 are 74.6 units apart
[16:36:20] ⚠️ Warning: Emily #6 and Chris #7 are 86.4 units apart
[16:36:20] ⚠️ Warning: Emily #6 and Jane #9 are 90.8 units apart
[16:36:20] ⚠️ Warning: Emily #6 and Michael #9 are 52.8 units apart
[16:36:20] ⚠️ CRITICAL: Emily #6 and Robert #10 are 44.3 units apart - COLLISION RISK!
[16:36:20] ⚠️ CRITICAL: Chris #6 and Robert #6 are 48.3 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Chris #6 and John #8 are 82.4 units apart
[16:36:20] ⚠️ Warning: Chris #6 and Jane #8 are 91.9 units apart
[16:36:20] ⚠️ CRITICAL: Chris #6 and Emily #8 are 9.2 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Chris #6 and Michael #9 are 71.6 units apart
[16:36:20] ⚠️ CRITICAL: Chris #6 and Lisa #9 are 45.2 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Chris #6 and Sarah #10 are 86.5 units apart
[16:36:20] ⚠️ Warning: Robert #6 and Chris #7 are 75.2 units apart
[16:36:20] ⚠️ CRITICAL: Robert #6 and John #8 are 42.3 units apart - COLLISION RISK!
[16:36:20] ⚠️ CRITICAL: Robert #6 and Emily #8 are 42.7 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Robert #6 and Michael #9 are 96.6 units apart
[16:36:20] ⚠️ Warning: Robert #6 and Lisa #9 are 82.5 units apart
[16:36:20] ⚠️ CRITICAL: Lisa #6 and Jane #7 are 27.6 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Lisa #6 and Chris #7 are 90.3 units apart
[16:36:20] ⚠️ Warning: Lisa #6 and John #8 are 74.6 units apart
[16:36:20] ⚠️ Warning: Lisa #6 and John #10 are 70.3 units apart
[16:36:20] ⚠️ CRITICAL: John #7 and Lisa #10 are 17.0 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Jane #7 and John #8 are 86.5 units apart
[16:36:20] ⚠️ Warning: Jane #7 and John #10 are 97.9 units apart
[16:36:20] ⚠️ Warning: Michael #7 and Lisa #7 are 68.8 units apart
[16:36:20] ⚠️ Warning: Sarah #7 and Sarah #8 are 98.5 units apart
[16:36:20] ⚠️ CRITICAL: David #7 and John #9 are 35.5 units apart - COLLISION RISK!
[16:36:20] ⚠️ CRITICAL: David #7 and Sarah #9 are 48.4 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Emily #7 and Emily #10 are 72.2 units apart
[16:36:20] ⚠️ CRITICAL: Chris #7 and John #8 are 40.3 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Chris #7 and Michael #9 are 90.0 units apart
[16:36:20] ⚠️ Warning: Chris #7 and John #10 are 73.1 units apart
[16:36:20] ⚠️ Warning: Amanda #7 and Jane #8 are 70.0 units apart
[16:36:20] ⚠️ Warning: Amanda #7 and David #9 are 87.2 units apart
[16:36:20] ⚠️ Warning: Amanda #7 and Amanda #10 are 62.2 units apart
[16:36:20] ⚠️ Warning: Robert #7 and David #8 are 80.3 units apart
[16:36:20] ⚠️ Warning: John #8 and Emily #8 are 79.9 units apart
[16:36:20] ⚠️ Warning: John #8 and John #10 are 91.7 units apart
[16:36:20] ⚠️ Warning: Jane #8 and Emily #8 are 85.5 units apart
[16:36:20] ⚠️ Warning: Jane #8 and Lisa #9 are 58.7 units apart
[16:36:20] ⚠️ CRITICAL: Michael #8 and Amanda #8 are 23.8 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Sarah #8 and Robert #8 are 89.0 units apart
[16:36:20] ⚠️ Warning: Sarah #8 and Lisa #8 are 89.6 units apart
[16:36:20] ⚠️ CRITICAL: David #8 and Emily #9 are 49.0 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Emily #8 and Michael #9 are 79.9 units apart
[16:36:20] ⚠️ CRITICAL: Emily #8 and Lisa #9 are 43.9 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Emily #8 and Sarah #10 are 93.0 units apart
[16:36:20] ⚠️ Warning: Robert #8 and Amanda #9 are 93.7 units apart
[16:36:20] ⚠️ Warning: Lisa #8 and Amanda #9 are 54.5 units apart
[16:36:20] ⚠️ CRITICAL: John #9 and Sarah #9 are 13.6 units apart - COLLISION RISK!
[16:36:20] ⚠️ Warning: Jane #9 and Robert #10 are 57.7 units apart
[16:36:20] ⚠️ Warning: Michael #9 and Sarah #10 are 96.1 units apart
[16:36:20] ⚠️ Warning: Michael #9 and Robert #10 are 97.0 units apart
[16:36:20] ⚠️ Warning: David #9 and Amanda #10 are 90.3 units apart
[16:36:20] ⚠️ Warning: Robert #9 and Sarah #10 are 50.2 units apart
[16:36:20] ⚠️ Warning: Lisa #9 and Sarah #10 are 72.0 units apart
[16:36:20] ⚠️ Warning: Jane #10 and Chris #10 are 65.0 units apart
[16:36:22] Michael #5 moving 🚀 West (146 units)
[16:36:22] Emily #2 moving 🚀 North (765 units)
[16:36:22] John #6 moving 🚀 Northwest (368 units)
[16:36:22] John #9 moving 🚀 South (704 units)
[16:36:22] Jane #8 moving 🚀 Northwest (290 units)
[16:36:22] Jane #4 moving 🚀 South (464 units)
[16:36:22] Amanda #4 moving 🚀 Southeast (446 units)
[16:36:22] ⚠️ CRITICAL: John #1 and Amanda #5 are 28.9 units apart - COLLISION RISK!
[16:36:22] ⚠️ Warning: John #1 and Jane #8 are 76.1 units apart
[16:36:22] ⚠️ CRITICAL: John #1 and Emily #8 are 28.7 units apart - COLLISION RISK!
[16:36:22] ⚠️ CRITICAL: John #1 and Lisa #9 are 6.7 units apart - COLLISION RISK!
[16:36:22] ⚠️ CRITICAL: John #1 and Sarah #10 are 30.4 units apart - COLLISION RISK!
[16:36:22] ⚠️ CRITICAL: Jane #1 and Michael #3 are 49.8 units apart - COLLISION RISK!
[16:36:22] ⚠️ Warning: Jane #1 and Chris #3 are 90.5 units apart
[16:36:22] ⚠️ CRITICAL: Jane #1 and Robert #3 are 10.3 units apart - COLLISION RISK!
[16:36:22] ⚠️ Warning: Michael #1 and Sarah #1 are 94.7 units apart
[16:36:22] ⚠️ CRITICAL: Michael #1 and Amanda #2 are 34.6 units apart - COLLISION RISK!
[16:36:22] ⚠️ Warning: Michael #1 and Lisa #2 are 94.3 units apart
[16:36:22] ⚠️ CRITICAL: Michael #1 and Amanda #4 are 39.4 units apart - COLLISION RISK!
[16:36:22] ⚠️ Warning: Michael #1 and John #5 are 63.3 units apart
[16:36:22] ⚠️ CRITICAL: Michael #1 and Jane #5 are 31.7 units apart - COLLISION RISK!
[16:36:22] ⚠️ Warning: Michael #1 and Robert #5 are 55.2 units apart
[16:36:22] ⚠️ Warning: Michael #1 and Sarah #7 are 55.1 units apart
[16:36:22] ⚠️ CRITICAL: Michael #1 and Sarah #8 are 25.2 units apart - COLLISION RISK!
[16:36:22] ⚠️ CRITICAL: Michael #1 and Robert #8 are 18.3 units apart - COLLISION RISK!
[16:36:22] ⚠️ Warning: Michael #1 and Lisa #8 are 68.7 units apart
[16:36:22] ⚠️ Warning: Michael #1 and Amanda #9 are 82.2 units apart
[16:36:22] ⚠️ Warning: Sarah #1 and Lisa #1 are 61.6 units apart
[16:36:22] ⚠️ Warning: Sarah #1 and Chris #2 are 66.5 units apart
[16:36:22] ⚠️ CRITICAL: Sarah #1 and John #5 are 46.2 units apart - COLLISION RISK!
[16:36:22] ⚠️ Warning: Sarah #1 and Robert #8 are 98.0 units apart
[16:36:22] ⚠️ CRITICAL: Sarah #1 and Lisa #8 are 28.7 units apart - COLLISION RISK!
[16:36:22] ⚠️ Warning: Sarah #1 and Amanda #9 are 99.4 units apart
[16:36:22] ⚠️ Warning: David #1 and Jane #2 are 92.4 units apart
[16:36:22] ⚠️ CRITICAL: David #1 and Sarah #4 are 33.4 units apart - COLLISION RISK!
[16:36:22] ⚠️ Warning: David #1 and Jane #9 are 66.9 units apart
[16:36:22] ⚠️ Warning: David #1 and John #10 are 54.2 units apart
[16:36:22] ⚠️ Warning: Emily #1 and John #3 are 80.5 units apart
[16:36:22] ⚠️ Warning: Emily #1 and David #3 are 61.0 units apart
[16:36:22] ⚠️ Warning: Emily #1 and David #9 are 87.5 units apart
[16:36:22] ⚠️ Warning: Chris #1 and Michael #8 are 89.3 units apart
[16:36:22] ⚠️ CRITICAL: Chris #1 and Amanda #8 are 40.4 units apart - COLLISION RISK!
